visit_date,hits,visitors,mean,anomalyClass
2019-02-06,24,9,2.6666666666666665,0
2019-02-07,114,30,3.8,0
2019-02-08,681,91,7.483516483516484,1
2019-02-09,1286,136,9.455882352941176,1
2019-02-10,11,5,2.2,0
2019-02-11,253,16,15.8125,1
2019-02-12,222,55,4.036363636363636,0
2019-02-13,56,16,3.5,0
2019-02-14,99,30,3.3,0
2019-02-15,78,24,3.25,0
2019-02-16,75,23,3.260869565217391,0
2019-02-17,41,13,3.1538461538461537,0
2019-02-18,139,42,3.3095238095238093,0
2019-02-19,175,46,3.8043478260869565,0
2019-02-20,156,43,3.627906976744186,0
2019-02-21,180,54,3.3333333333333335,0
2019-02-22,129,34,3.7941176470588234,0
2019-02-23,38,11,3.4545454545454546,0
2019-02-24,43,16,2.6875,0
2019-02-25,64,14,4.571428571428571,0
2019-02-26,34,13,2.6153846153846154,0
2019-02-27,41,13,3.1538461538461537,0
2019-02-28,139,36,3.861111111111111,0
2019-03-01,137,33,4.151515151515151,0
2019-03-02,151,36,4.194444444444445,0
2019-03-03,72,26,2.769230769230769,0
2019-03-04,23,8,2.875,0
2019-03-05,18,7,2.5714285714285716,0
2019-03-06,45,17,2.6470588235294117,0
2019-03-07,88,27,3.259259259259259,0
2019-03-08,107,51,2.0980392156862746,0
2019-03-09,61,32,1.90625,0
2019-03-10,67,25,2.68,0
2019-03-11,76,21,3.619047619047619,0
2019-03-12,102,27,3.7777777777777777,0
2019-03-13,73,23,3.1739130434782608,0
2019-03-14,72,26,2.769230769230769,0
2019-03-15,257,58,4.431034482758621,0
2019-03-16,275,61,4.508196721311475,1
2019-03-17,248,66,3.757575757575758,0
2019-03-18,292,64,4.5625,1
2019-03-19,240,49,4.8979591836734695,0
2019-03-20,257,60,4.283333333333333,0
2019-03-21,226,59,3.830508474576271,0
2019-03-22,138,33,4.181818181818182,0
2019-03-23,166,48,3.4583333333333335,0
2019-03-24,81,31,2.6129032258064515,0
2019-03-25,186,50,3.72,0
2019-03-26,128,32,4.0,0
2019-03-27,146,36,4.055555555555555,0
2019-03-28,142,35,4.057142857142857,0
2019-03-29,129,32,4.03125,0
2019-03-30,133,32,4.15625,0
2019-03-31,214,64,3.34375,0
2019-04-01,5931,344,17.24127906976744,1
2019-04-02,15094,332,45.463855421686745,1
2019-04-03,132,36,3.6666666666666665,1
2019-04-04,83,27,3.074074074074074,0
2019-04-05,84,13,6.461538461538462,0
2019-04-06,44,15,2.933333333333333,0
2019-04-07,26,14,1.8571428571428572,0
2019-04-08,82,18,4.555555555555555,0
2019-04-09,133,30,4.433333333333334,1
2019-04-10,391,95,4.11578947368421,1
